ID,Type,Epoch,Loss,Accuracy
1,Training,0,67.65488293965657,0.0
2,Training,0,38.85242124398549,0.0
3,Training,0,28.61350483894348,0.0
4,Training,0,23.35351538658142,0.0
5,Training,0,20.244210475285847,0.0
6,Training,0,18.176175498962404,0.0
7,Training,0,16.688496519270398,0.0
8,Training,0,15.592698097229004,0.0
9,Training,0,14.721281360696862,0.0
10,Training,0,14.080381407737729,0.0
11,Training,0,13.517269349820685,0.0
12,Training,0,13.037231477101642,0.0
13,Training,0,12.633537079737733,0.0
14,Training,0,12.287990422475902,0.0
15,Training,0,12.004611284467906,0.0
16,Training,0,11.737997543811796,0.0
17,Training,0,11.523985917895445,0.0
18,Training,0,11.318529074280347,0.0
19,Training,0,11.137422129145836,0.0
20,Training,0,10.97211776812871,0.0
21,Training,0,10.830133142925442,0.0
22,Training,0,10.693445352352024,0.0
23,Training,0,10.579754709160843,0.0
24,Training,0,10.463923018508485,0.0
25,Training,0,10.358873661041256,0.0
26,Training,0,10.267108091941244,0.0
27,Training,0,10.183211904690587,0.0
28,Training,0,10.104842919395082,0.0
29,Training,0,10.028361070019075,0.0
30,Training,0,9.95636969672309,0.0
31,Training,0,9.893333062817973,0.0
32,Training,0,9.833856697877247,0.0
33,Training,0,9.78265767241969,0.0
34,Training,0,9.732273744601827,0.0
35,Training,0,9.684353319803872,0.0
36,Training,0,9.640969137350716,0.0
37,Training,0,9.597737931775617,0.0
38,Training,0,9.555856935601485,0.0
39,Training,0,9.515634290581076,0.0
40,Training,0,9.476802398761112,0.0
41,Training,0,9.436389631565993,0.0
42,Training,0,9.400282332253834,0.0
43,Training,0,9.36876750731653,0.0
44,Training,0,9.341717518820907,0.0
45,Training,0,9.313262809470846,0.0
46,Training,0,9.285899550327356,0.0
47,Training,0,9.259123472119054,0.0
48,Training,0,9.233911116255653,0.0
49,Training,0,9.213308770640365,0.0
50,Training,0,9.192704014778137,0.0
51,Training,0,9.174424564448834,0.0
52,Training,0,9.150699587051683,0.0
53,Training,0,9.126765041231359,0.0
54,Training,0,9.10463647606932,0.0
55,Training,0,9.085848535190928,0.0
56,Training,0,9.069450949203398,0.0
57,Training,0,9.047347425717359,0.0005847953216374269
58,Training,0,9.032435091062522,0.0005747126436781609
59,Training,0,9.015306197721406,0.0005649717514124294
60,Training,0,8.996213540236157,0.0005555555555555556
61,Training,0,8.97986232205167,0.000546448087431694
62,Training,0,8.962132277283617,0.0005376344086021505
63,Training,0,8.945081196890936,0.0005291005291005291
64,Training,0,8.927350293596584,0.0005208333333333333
65,Training,0,8.914419342187733,0.0005128205128205128
66,Training,0,8.903711945601183,0.000505050505050505
67,Training,0,8.891375550701841,0.0004975124378109452
68,Training,0,8.8767031008122,0.0004901960784313725
69,Training,0,8.86212074652962,0.0004830917874396135
70,Training,0,8.848430450303214,0.0004761904761904762
71,Training,0,8.840622960569712,0.00046948356807511736
72,Training,0,8.828033569344768,0.000462962962962963
73,Training,0,8.822195848700119,0.00045662100456621003
74,Training,0,8.808447717975925,0.00045045045045045046
75,Training,0,8.797375700844658,0.0004444444444444444
76,Training,0,8.786189600668456,0.0004385964912280702
77,Training,0,8.780237007760382,0.0004329004329004329
78,Training,0,8.77024159227681,0.00042735042735042735
79,Training,0,8.763833273513407,0.0004219409282700422
80,Training,0,8.756553120017053,0.00041666666666666664
81,Training,0,8.752160167105405,0.00041152263374485596
82,Training,0,8.742432003680284,0.0004065040650406504
83,Training,0,8.73519650156718,0.00040160642570281126
84,Training,0,8.727521953696296,0.0003968253968253968
85,Training,0,8.719765085145537,0.000392156862745098
86,Training,0,8.713455586470374,0.0003875968992248062
87,Training,0,8.704619448943156,0.0003831417624521073
88,Training,0,8.69924335082372,0.0003787878787878788
89,Training,0,8.692963661058117,0.0003745318352059925
90,Training,0,8.685146940549213,0.00037037037037037035
91,Training,0,8.679136691949305,0.0003663003663003663
92,Training,0,8.67206591505935,0.00036231884057971015
93,Training,0,8.666192941084557,0.00035842293906810036
94,Training,0,8.660185401659483,0.00035460992907801415
95,Training,0,8.652763379247563,0.0003508771929824561
96,Training,0,8.645783978866204,0.00034722222222222224
97,Training,0,8.64075066264962,0.00034364261168384877
98,Training,0,8.6335136123255,0.0003401360544217687
99,Training,0,8.627541664393261,0.0003367003367003367
100,Training,0,8.621692958354949,0.0003333333333333333
101,Training,0,8.618745093927918,0.00033003300330033004
102,Training,0,8.613011735249188,0.000326797385620915
103,Training,0,8.608270885411974,0.00032362459546925567
104,Training,0,8.60272513811405,0.0003205128205128205
105,Training,0,8.60026244753883,0.00031746031746031746
106,Training,0,8.591333126272046,0.00031446540880503143
107,Training,0,8.586009626447968,0.00031152647975077883
108,Training,0,8.58107734741988,0.00030864197530864197
109,Training,0,8.57729962389768,0.0003058103975535168
110,Training,0,8.574812575542564,0.00030303030303030303
111,Training,0,8.570148582716245,0.0003003003003003003
112,Training,0,8.565064664681751,0.0002976190476190476
113,Training,0,8.5595512210092,0.0005899705014749262
114,Training,0,8.5551212439063,0.0005847953216374269
115,Training,0,8.550516750363336,0.0005797101449275362
116,Training,0,8.54568137834812,0.0005747126436781609
117,Training,0,8.541003697686046,0.0005698005698005698
118,Training,0,8.537854067619238,0.0005649717514124294
119,Training,0,8.534969535929148,0.0005602240896358543
120,Training,0,8.530660239855447,0.0005555555555555556
121,Training,0,8.5274518175887,0.0005509641873278236
122,Training,0,8.526497192460981,0.000546448087431694
123,Training,0,8.525015568668602,0.0005420054200542005
124,Training,0,8.521761431232575,0.0005376344086021505
125,Training,0,8.517760373560588,0.0005333333333333334
126,Training,0,8.514527250976158,0.0005291005291005291
127,Training,0,8.50943969679004,0.0005249343832020997
128,Training,0,8.506391095990937,0.0005208333333333333
129,Training,0,8.501880253685846,0.0005167958656330749
130,Training,0,8.497508250260966,0.0005128205128205128
131,Training,0,8.49427840994818,0.0007633587786259542
132,Training,0,8.491544157808477,0.0007575757575757576
133,Training,0,8.487961763367617,0.0010025062656641604
134,Training,0,8.482792209392757,0.0009950248756218905
135,Training,0,8.48098449047701,0.0009876543209876543
136,Training,0,8.477925354476069,0.000980392156862745
137,Training,0,8.474317955680718,0.00097323600973236
138,Training,0,8.470497353986842,0.000966183574879227
139,Training,0,8.466941952419509,0.0009592326139088729
140,Training,0,8.462265668823605,0.0009523809523809524
141,Training,0,8.459675147009234,0.0009456264775413711
142,Training,0,8.454336340550524,0.0009389671361502347
143,Training,0,8.45229377902193,0.0009324009324009324
144,Training,0,8.450356041943586,0.000925925925925926
145,Training,0,8.449211032143955,0.0009195402298850574
146,Training,0,8.446732029196335,0.0009132420091324201
147,Training,0,8.444915444402199,0.0009070294784580498
148,Training,0,8.443078037747393,0.0009009009009009009
149,Training,0,8.439649252283495,0.0008948545861297539
150,Training,0,8.43715289921231,0.0008888888888888888
151,Training,0,8.435105847259758,0.0008830022075055188
152,Training,0,8.4314559220222,0.0008771929824561404
153,Training,0,8.427399666688542,0.0008714596949891067
154,Training,0,8.427262130547396,0.0008658008658008658
155,Training,0,8.4254265499115,0.0008602150537634409
156,Training,0,8.422011872030733,0.0010683760683760683
157,Training,0,8.418777919068713,0.0010615711252653928
158,Training,0,8.416392950870822,0.0010548523206751054
159,Training,0,8.415092541536696,0.0010482180293501047
160,Training,0,8.411899326145651,0.0010416666666666667
161,Training,0,8.40858010327594,0.0010351966873706003
162,Training,0,8.408150996690916,0.0010288065843621398
163,Training,0,8.406411238828321,0.0010224948875255623
164,Training,0,8.404220027749131,0.001016260162601626
165,Training,0,8.401749228275184,0.0012121212121212121
166,Training,0,8.398754200686414,0.0012048192771084336
167,Training,0,8.396583647451953,0.0011976047904191617
168,Training,0,8.394546225430474,0.0011904761904761904
169,Training,0,8.392115601891362,0.0011834319526627217
170,Training,0,8.38944301483678,0.001176470588235294
171,Training,0,8.387071162590042,0.0011695906432748536
172,Training,0,8.386324455202088,0.0011627906976744186
173,Training,0,8.38373700649063,0.0011560693641618496
174,Training,0,8.382427614036647,0.0011494252873563218
175,Training,0,8.382179313387189,0.0011428571428571427
176,Training,0,8.38082532385985,0.0011363636363636363
177,Training,0,8.380093843564252,0.0011299435028248586
178,Training,0,8.376693875066351,0.0011235955056179774
179,Training,0,8.374421322678721,0.0011173184357541898
180,Training,0,8.372564929061467,0.0011111111111111111
181,Training,0,8.372423334894481,0.0011049723756906076
182,Training,0,8.3714368669978,0.001098901098901099
183,Training,0,8.369824265391449,0.001092896174863388
184,Training,0,8.367242240992146,0.0010869565217391304
185,Training,0,8.364100892436397,0.001081081081081081
186,Training,0,8.36349720023439,0.001075268817204301
187,Training,0,8.362573289276233,0.00106951871657754
188,Training,0,8.360156465675814,0.0010638297872340426
189,Training,0,8.358087789360598,0.001058201058201058
190,Training,0,8.356305093430636,0.0010526315789473684
