ID,Type,Epoch,Loss,Accuracy
1,Training,0,61.20018272399902,0.0
2,Training,0,11.758113186700008,0.0
3,Training,0,9.818793155507349,0.0012195121951219512
4,Training,0,9.174999996873202,0.000819672131147541
5,Training,0,8.84849039272026,0.0012345679012345679
6,Training,0,8.653069473257164,0.0009900990099009901
7,Training,0,8.530604082296707,0.0008264462809917356
8,Training,0,8.444524616552583,0.0007092198581560284
9,Training,0,8.373715747809557,0.0006211180124223603
10,Training,0,8.320538778463119,0.0005524861878453039
11,Training,0,8.279594711403346,0.000746268656716418
12,Training,0,8.24710377621974,0.0006787330316742082
13,Training,0,8.215097247515475,0.0008298755186721993
14,Training,0,8.19159802367404,0.0007662835249042146
15,Training,0,8.174952141500453,0.0008896797153024911
16,Training,0,8.155887054604946,0.0009966777408637873
17,Training,0,8.143707993171668,0.0009345794392523364
18,Training,0,8.130053214942953,0.0008797653958944282
19,Training,0,8.11572936974734,0.0008310249307479224
20,Training,0,8.104512913020574,0.0007874015748031496
21,Training,0,8.094294722478587,0.0007481296758104738
22,Training,0,8.085508885689416,0.0007125890736342042
23,Training,0,8.078966827024946,0.0006802721088435374
24,Training,0,8.073176212269411,0.0006507592190889371
25,Training,0,8.067859782746325,0.0007276507276507276
26,Training,0,8.062894727227212,0.0006986027944111776
27,Training,0,8.057887626151889,0.0006717850287907869
28,Training,0,8.050745602896825,0.0006469500924214417
29,Training,0,8.045274562376704,0.000623885918003565
30,Training,0,8.042822413108022,0.0006884681583476764
31,Training,0,8.037724465102007,0.0007487520798668885
32,Training,0,8.033461662421479,0.0008051529790660224
33,Training,0,8.029251433460278,0.0007800312012480498
34,Training,0,8.024837152896598,0.00075642965204236
35,Training,0,8.02188604511704,0.0008076358296622613
36,Training,0,8.019086061190608,0.0007845934379457916
37,Training,0,8.014223889702734,0.0007628294036061026
38,Training,0,8.013223919276445,0.0007422402159244264
39,Training,0,8.010643866591634,0.0007227332457293035
40,Training,0,8.009656470655326,0.000704225352112676
41,Training,0,8.008342919337764,0.0006866416978776529
42,Training,0,8.006727865233055,0.0006699147381242387
43,Training,0,8.003315908645195,0.0006539833531510106
44,Validation,0,7.938166856765747,0.0
45,Validation,0,7.918777931820264,0.0
46,Validation,0,7.927419296900432,0.0
47,Validation,0,7.932967655889451,0.0
48,Validation,0,7.9256317632954305,0.0
49,Validation,0,7.913417494998261,0.0
50,Validation,0,7.918332881223962,0.0
51,Validation,0,7.912278571934769,0.0
52,Validation,0,7.918955774071777,0.0
53,Validation,0,7.9358885542377005,0.0
54,Validation,0,7.938872252124371,0.0
55,Training,1,8.07187271118164,0.0
56,Training,1,7.815888740902854,0.0
57,Training,1,7.813542095626274,0.0
58,Training,1,7.838323115129943,0.0
59,Training,1,7.841538657082453,0.0
60,Training,1,7.856511998294606,0.0004950495049504951
61,Training,1,7.86080350097546,0.0008264462809917356
62,Training,1,7.865706403965645,0.0007092198581560284
63,Training,1,7.872062708354145,0.0006211180124223603
64,Training,1,7.875111730651963,0.0005524861878453039
65,Training,1,7.876139972636953,0.000746268656716418
66,Training,1,7.879265198718373,0.0006787330316742082
67,Training,1,7.883911995323867,0.0006224066390041494
68,Training,1,7.882971651115641,0.000574712643678161
69,Training,1,7.886658303720674,0.0005338078291814947
70,Training,1,7.885890496410799,0.0004983388704318937
71,Training,1,7.886820425756995,0.0004672897196261683
72,Training,1,7.8862234306824845,0.00043988269794721413
73,Training,1,7.888747267148498,0.0004155124653739613
74,Training,1,7.892363426097106,0.0005249343832020997
75,Training,1,7.896532765855809,0.0004987531172069826
76,Training,1,7.8980959518788225,0.00047505938242280285
77,Training,1,7.898765033524049,0.0005668934240362812
78,Training,1,7.89864669365893,0.0005422993492407809
79,Training,1,7.8991431383729696,0.0006237006237006236
80,Training,1,7.90014887234408,0.0005988023952095808
81,Training,1,7.90078282802439,0.0006717850287907869
82,Training,1,7.901536254279052,0.0006469500924214417
83,Training,1,7.899778483916941,0.000623885918003565
84,Training,1,7.900834654797376,0.0006024096385542168
85,Training,1,7.901585070959943,0.000665557404326123
86,Training,1,7.902704172645024,0.0007246376811594202
87,Training,1,7.905231165197824,0.0007020280811232449
88,Training,1,7.905707942970582,0.000680786686838124
89,Training,1,7.906717811579572,0.0006607929515418502
90,Training,1,7.906642738711649,0.0006419400855920114
91,Training,1,7.906293788647357,0.000624133148404993
92,Training,1,7.907059243478276,0.0006072874493927125
93,Training,1,7.9074527516001645,0.0005913272010512483
94,Training,1,7.9071454491871735,0.0005761843790012803
95,Training,1,7.906854030806178,0.0006242197253433207
96,Training,1,7.905570253573732,0.0006699147381242387
97,Training,1,7.907141343719471,0.0006539833531510106
98,Validation,1,7.972890067100525,0.0
99,Validation,1,7.939821743965149,0.0
100,Validation,1,7.94581982408251,0.0
101,Validation,1,7.905945024951812,0.0
102,Validation,1,7.912971961207508,0.0
103,Validation,1,7.887912992870108,0.0
104,Validation,1,7.889513756798919,0.000819672131147541
105,Validation,1,7.910373594391518,0.0007042253521126761
106,Validation,1,7.9267891966266415,0.0006172839506172839
107,Validation,1,7.922945320475233,0.001098901098901099
108,Validation,1,7.928278035928707,0.0009900990099009901
109,Training,2,7.885536646842956,0.0
110,Training,2,7.80082126117888,0.0
111,Training,2,7.823173046112062,0.0012195121951219512
112,Training,2,7.844695494214044,0.000819672131147541
113,Training,2,7.863294885187975,0.0006172839506172839
114,Training,2,7.8614690122037825,0.0004950495049504951
115,Training,2,7.865580284299929,0.0004132231404958678
116,Training,2,7.861163766840671,0.0003546099290780142
